url,name,ticker,image_path,release_date,retail_price,style_code,colorway
https://stockx.com/adidas-yeezy-boost-350-v2-sulfur,adidas Yeezy Boost 350 V2 Sulfur,ADI-ADYB3VSSS,a/images/sneakers/adidas/yeezy/ADI-ADYB3VSSS.jpg,05/09/2020,$220,FY5346,SULFUR/SULFUR/SULFUR
https://stockx.com/adidas-yeezy-boost-700-mnvn-phosphor,adidas Yeezy Boost 700 MNVN Phosphor,YZY700M-PHSPR,a/images/sneakers/adidas/yeezy/YZY700M-PHSPR.jpg,04/24/2020,$220,FY3727,PHOSPHOR/PHOSPHOR/PHOSPHOR
https://stockx.com/adidas-yeezy-boost-350-v2-linen,adidas Yeezy Boost 350 V2 Linen,YB350V2-LN,a/images/sneakers/adidas/yeezy/YB350V2-LN.jpg,04/18/2020,$220,FY5158,LINEN/LINEN/LINEN
https://stockx.com/yeezy-slide-earth-brown,adidas Yeezy Slide Earth Brown,YZY-YESEBEE,a/images/sneakers/adidas/yeezy/YZY-YESEBEE.jpg,04/16/2020,$55,FV8425,EARTH BROWN/EARTH BROWN/EARTH BROWN
https://stockx.com/adidas-yeezy-700-v3-alvah,adidas Yeezy 700 V3 Alvah,YZB700V3-ALV,a/images/sneakers/adidas/yeezy/YZB700V3-ALV.jpg,04/11/2020,$200,H67799,ALVAH/ALVAH/ALVAH
https://stockx.com/adidas-yeezy-boost-350-v2-cinder-reflective,adidas Yeezy Boost 350 V2 Cinder Reflective,YB350V2-CNDRF,a/images/sneakers/adidas/yeezy/YB350V2-CNDRF.jpg,04/04/2020,$220,FY4176,CINDER/CINDER/CINDER
https://stockx.com/adidas-yeezy-boost-380-mist,adidas Yeezy Boost 380 Mist,ADI-ADYB3MMM,a/images/sneakers/adidas/yeezy/ADI-ADYB3MMM.jpg,03/25/2020,$230,FX9764,MIST/MIST/MIST
https://stockx.com/adidas-yeezy-boost-350-v2-cinder,adidas Yeezy Boost 350 V2 Cinder,YB350V2-CND,a/images/sneakers/adidas/yeezy/YB350V2-CND.jpg,03/21/2020,$220,FY2903,CINDER/CINDER/CINDER
https://stockx.com/adidas-yeezy-boost-350-v2-desert-sage,adidas Yeezy Boost 350 V2 Desert Sage,YZB350V2-DSSG,a/images/sneakers/adidas/yeezy/YZB350V2-DSSG.jpg,03/14/2020,$220,FX9035,DESERT SAGE/DESERT SAGE/DESERT SAGE
https://stockx.com/adidas-yeezy-boost-380-mist-reflective,adidas Yeezy Boost 380 Mist Reflective,YZB380-MSTRF,a/images/sneakers/adidas/yeezy/YZB380-MSTRF.jpg,02/29/2020,$250,FX9846,MIST/MIST/MIST
https://stockx.com/adidas-yeezy-boost-700-mnvn-orange,adidas Yeezy Boost 700 MNVN Orange,YZY700M-ORG,a/images/sneakers/adidas/yeezy/YZY700M-ORG.jpg,02/28/2020,$220,FV3258,ORANGE/ORANGE/ORANGE
https://stockx.com/adidas-yeezy-boost-350-v2-earth,adidas Yeezy Boost 350 V2 Earth,YB350V2-RTH,a/images/sneakers/adidas/yeezy/YB350V2-RTH.jpg,02/22/2020,$220,FX9033,EARTH/EARTH/EARTH
https://stockx.com/adidas-yeezy-boost-350-v2-tail-light,adidas Yeezy Boost 350 V2 Tail Light,YZB350V2-TG,a/images/sneakers/adidas/yeezy/YZB350V2-TG.jpg,02/22/2020,$220,FX9017,TAIL LIGHT/TAIL LIGHT/TAIL LIGHT
https://stockx.com/adidas-yeezy-boost-350-v2-flax,adidas Yeezy Boost 350 V2 Flax,YB350V2-FLX,a/images/sneakers/adidas/yeezy/YB350V2-FLX.jpg,02/22/2020,$220,FX9028,FLAX/FLAX/FLAX
https://stockx.com/adidas-yzy-qntm,adidas Yeezy QNTM (Lifestyle Model),YZY-QNTM,a/images/sneakers/adidas/yeezy/YZY-QNTM.jpg,02/16/2020,$250,Q46473,QNTM
https://stockx.com/adidas-yeezy-boost-700-mnvn-triple-black,adidas Yeezy Boost 700 MNVN Triple Black,YZY700M-TB,a/images/sneakers/adidas/yeezy/YZY700M-TB.jpg,02/08/2020,$220,FV4440,BLACK/BLACK/BLACK
https://stockx.com/adidas-yeezy-boost-350-v2-marsh,adidas Yeezy Boost 350 V2 Marsh,YB350V2-MRSH,a/images/sneakers/adidas/yeezy/YB350V2-MRSH.jpg,02/01/2020,$220,FX9034,MARSH/MARSH/MARSH
https://stockx.com/adidas-yeezy-boost-350-v2-yeshaya,adidas Yeezy Boost 350 V2 Yeshaya (Non-Reflective),YZB350V2-YSHYA,a/images/sneakers/adidas/yeezy/YZB350V2-YSHYA.jpg,01/25/2020,$220,FX4348,YESHAYA/YESHAYA/YESHAYA
https://stockx.com/adidas-yeezy-boost-350-v2-yeshaya-reflective,adidas Yeezy Boost 350 V2 Yeshaya (Reflective),YZB350V2-YSHRF,a/images/sneakers/adidas/yeezy/YZB350V2-YSHRF.jpg,01/24/2020,$250,FX4349,YESHAYA/YESHAYA/YESHAYA
https://stockx.com/adidas-yeezy-boost-700-v3-azael,adidas Yeezy 700 V3 Azael,YZB700V3-AZL,a/images/sneakers/adidas/yeezy/YZB700V3-AZL.jpg,12/23/2019,$200,FW4980,AZAEL/AZAEL/AZAEL
https://stockx.com/adidas-yeezy-boost-350-v2-yecheil,adidas Yeezy Boost 350 V2 Yecheil (Non-Reflective),YZB350V2-YCHL,a/images/sneakers/adidas/yeezy/YZB350V2-YCHL.jpg,12/20/2019,$220,FW5190,YECHEIL/YECHEIL/YECHEIL
https://stockx.com/adidas-yeezy-boost-350-v2-yecheil-reflective,adidas Yeezy Boost 350 V2 Yecheil (Reflective),YZB350V2-YCHRF,a/images/sneakers/adidas/yeezy/YZB350V2-YCHRF.jpg,12/19/2019,$250,FX4145,YECHEIL/YECHEIL/YECHEIL
https://stockx.com/adidas-yeezy-boost-700-carbon-blue,adidas Yeezy Boost 700 Carbon Blue,YZB700-CRBL,a/images/sneakers/adidas/yeezy/YZB700-CRBL.jpg,12/18/2019,$300,FW2498,CARBON BLUE/CARBON BLUE/CARBON BLUE
https://stockx.com/adidas-yeezy-boost-350-v2-yeezreel-reflective,adidas Yeezy Boost 350 V2 Yeezreel (Reflective),YZB350V2-YZRLRF,a/images/sneakers/adidas/yeezy/YZB350V2-YZRLRF.jpg,12/17/2019,$250,FX4130,YYEGLRF/YEGLRF/YEGLRF
